#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B80EE1
#Date Time: 2025-11-12 12:40:23.317
#Sample rate: 37147.1Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1.16 kHz
#Period: 862.0689655 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.02718935164508574,-0.019710227814448394,2.3105871553293706
-0.02716243164508574,-0.017373200802880333,-0.0497693217667402
-0.02713551164508574,-0.014034590786354528,2.476809442448815
-0.02710859164508574,-0.019376366812795816,3.259901106211531
-0.02708167164508574,-0.02405042083593194,3.259901106211531
-0.02705475164508574,-0.027722891854110327,3.259901106211531
-0.02702783164508574,-0.02972605786402581,2.591318129131099
-0.02700091164508574,-0.02204725482601646,-0.04607549316408588
-0.02697399164508574,-0.009026675761565822,-0.053463150369394516
-0.026947071645085738,0.004327764304537396,-0.053463150369394516
-0.026920151645085738,0.017682204370640612,-0.0497693217667402
-0.02689323164508574,0.03070278343509125,-0.0497693217667402
-0.02686631164508574,0.04205405749127898,0.33438885290930914
-0.02683939164508574,0.04472494550449963,3.2525134490062224
-0.02681247164508574,0.04238791849293157,1.2984781182020868
-0.02678555164508574,0.04839741652267801,0.19032953740579064
-0.02675863164508574,0.04639425051276253,3.248819620403568
-0.02673171164508574,0.03738000346814286,3.259901106211531
-0.02670479164508574,0.027030312416912866,3.1601677339398644
-0.02667787164508574,0.0230239803970819,-0.042381664561431553
-0.02665095164508574,0.02269011939542932,1.6235350352356672
-0.02662403164508574,0.011672706340894165,3.259901106211531
-0.026597111645085738,-0.0010140117219038915,3.2635949348141855
-0.026570191645085738,-0.013366868783049367,3.2635949348141855
-0.02654327164508574,-0.025052003840889684,3.259901106211531
-0.02651635164508574,-0.02972605786402581,0.14230976557128447
-0.02648943164508574,-0.025719725844194845,-0.053463150369394516
-0.02646251164508574,-0.020377949817753555,-0.0497693217667402
-0.02643559164508574,-0.014368451788007108,-0.0497693217667402
-0.02640867164508574,-0.009026675761565822,1.2024385745330746
-0.02638175164508574,-0.012031424776439046,3.259901106211531
-0.02635483164508574,-0.01703933980122775,3.2635949348141855
-0.02632791164508574,-0.02171339382436388,3.259901106211531
-0.02630099164508574,-0.024718142839237102,3.259901106211531
-0.026274071645085738,-0.02271497682932162,0.5671000548765313
-0.026247151645085738,-0.011029841771481304,-0.053463150369394516
-0.02622023164508574,0.0019907372929693326,-0.0497693217667402
-0.02619331164508574,0.014677455355767388,-0.0497693217667402
-0.02616639164508574,0.026362590413607705,0.7776482852278277
-0.02613947164508574,0.028031895421870606,3.2562072776088766
